condition,frame,canonical_filename,original_filename,old_postimages_url,size_kb
DOCTOR_NE,3,DOCTOR_NE_03.jpg,IMG-0280.jpg,https://i.postimg.cc/7ZLJB8KM/IMG-0280.jpg,93.6
DOCTOR_NE,4,DOCTOR_NE_04.jpg,Screenshot-2026-08-26-at-10-25-01-AM.png,https://i.postimg.cc/wR736skF/IMG-0503.jpg,115.4
DOCTOR_NE,5,DOCTOR_NE_05.jpg,IMG-0282.jpg,https://i.postimg.cc/T3P5kMt9/IMG-0282.jpg,108.3
DOCTOR_NU,1,DOCTOR_NU_01.jpg,Doctor-NU-clear-frame-01-appointment-checkin-subtitle.png,https://i.postimg.cc/vBs35JFt/Doctor-NU-clear-frame-01-appointment-checkin-subtitle.png,135.7
DOCTOR_NU,2,DOCTOR_NU_02.jpg,Doctor-NU-clear-frame-02-id-request-subtitle.png,https://i.postimg.cc/9MhJy65B/Doctor-NU-clear-frame-02-id-request-subtitle.png,164.8
DOCTOR_NU,3,DOCTOR_NU_03.jpg,Doctor-NU-clear-frame-03-take-seat-subtitle.png,https://i.postimg.cc/bJh317cT/Doctor-NU-clear-frame-03-take-seat-subtitle.png,164.1
DOCTOR_NU,4,DOCTOR_NU_04.jpg,Doctor-NU-clear-frame-04-emergency-subtitle.png,https://i.postimg.cc/k4mfW03N/Doctor-NU-clear-frame-04-emergency-subtitle.png,132.7
DOCTOR_NU,5,DOCTOR_NU_05.jpg,Doctor-NU-clear-frame-05-follow-staff-subtitle.png,https://i.postimg.cc/Kz2Jt6Ss/Doctor-NU-clear-frame-05-follow-staff-subtitle.png,141.0
GAME_FE,1,GAME_FE_01.jpg,Screenshot-2026-08-26-at-9-22-39-AM.png,https://i.postimg.cc/bJy7rLRV/Screenshot-2026-08-26-at-9-22-39-AM.png,186.6
GAME_FE,2,GAME_FE_02.jpg,Screenshot-2026-08-26-at-9-24-43-AM.png,https://i.postimg.cc/x1qqJy6M/Screenshot-2026-08-26-at-9-24-43-AM.png,159.6
GAME_FE,3,GAME_FE_03.jpg,Screenshot-2026-08-26-at-9-23-10-AM.png,https://i.postimg.cc/v8L4pm1H/Screenshot-2026-08-26-at-9-23-10-AM.png,157.2
GAME_FE,4,GAME_FE_04.jpg,Screenshot-2026-08-26-at-9-23-29-AM.png,https://i.postimg.cc/J0qtJTwp/Screenshot-2026-08-26-at-9-23-29-AM.png,152.0
GAME_FE,5,GAME_FE_05.jpg,Screenshot-2026-08-26-at-9-23-53-AM.png,https://i.postimg.cc/j2XCN8Vm/Screenshot-2026-08-26-at-9-23-53-AM.png,156.5
GAME_FU,1,GAME_FU_01.jpg,Screenshot-2026-08-26-at-9-31-49-AM-1.png,https://i.postimg.cc/WbNx79LG/Screenshot-2026-08-26-at-9-31-49-AM-1.png,187.0
GAME_FU,2,GAME_FU_02.jpg,Screenshot-2026-08-26-at-9-31-58-AM.png,https://i.postimg.cc/hjMHdw4y/Screenshot-2026-08-26-at-9-31-58-AM.png,187.3
GAME_FU,3,GAME_FU_03.jpg,Screenshot-2026-08-26-at-9-32-08-AM.png,https://i.postimg.cc/26Cs3mYZ/Screenshot-2026-08-26-at-9-32-08-AM.png,158.7
GAME_FU,4,GAME_FU_04.jpg,Screenshot-2026-08-26-at-9-32-21-AM.png,https://i.postimg.cc/T3DM4CQY/Screenshot-2026-08-26-at-9-32-21-AM.png,153.2
GAME_FU,5,GAME_FU_05.jpg,Screenshot-2026-08-26-at-9-50-56-AM.png,https://i.postimg.cc/mrkdnDTP/Screenshot-2026-08-26-at-9-50-56-AM.png,152.9
GAME_NE,1,GAME_NE_01.jpg,Screenshot-2026-08-26-at-9-37-28-AM.png,https://i.postimg.cc/LsGV03yc/Screenshot-2026-08-26-at-9-37-28-AM.png,131.5
GAME_NE,2,GAME_NE_02.jpg,Screenshot-2026-08-26-at-9-37-36-AM.png,https://i.postimg.cc/WzypMtpY/Screenshot-2026-08-26-at-9-37-36-AM.png,131.5
GAME_NE,3,GAME_NE_03.jpg,Screenshot-2026-08-26-at-9-37-45-AM.png,https://i.postimg.cc/ZRTqm1DC/Screenshot-2026-08-26-at-9-37-45-AM.png,120.8
GAME_NE,4,GAME_NE_04.jpg,Screenshot-2026-08-26-at-9-37-56-AM.png,https://i.postimg.cc/T11YLnxL/Screenshot-2026-08-26-at-9-37-56-AM.png,122.1
GAME_NE,5,GAME_NE_05.jpg,Screenshot-2026-08-26-at-9-38-03-AM.png,https://i.postimg.cc/1XdRp4Rq/Screenshot-2026-08-26-at-9-38-03-AM.png,120.7
GAME_NU,1,GAME_NU_01.jpg,Screenshot-2026-08-26-at-9-43-36-AM.png,https://i.postimg.cc/3N27D1qV/Screenshot-2026-08-26-at-9-43-36-AM.png,127.7
